actividad	centro	dni	quien	importe	date	tipo
Suministro de material de imprenta (sobres, oficios y carpetas de expedientes) para el Ayuntamiento de Zaragoza	Ayuntamiento		IMPRESIONES TRANSKRIT S.A. 	62815	14/05/2018	Suministros(Abierto)
Suministro de material de imprenta (sobres, oficios y carpetas de expedientes) para el Ayuntamiento de Zaragoza	Ayuntamiento		Sistemas de Impresión Industrias Gráficas S.L,	30700	14/05/2018	Suministros(Abierto)
Suministro de desfibriladores semiautomáticos (DESA), de maletines de reanimación y cursos de formación para los campos de fútbol de titularidad municipal	Ayuntamiento		ANEK S3 SL	35772	09/05/2018	Suministros(Abierto)
SUMINISTRO DE REJILLAS PARA REBOSADEROS DE PISCINAS DEL SERVICIO DE INSTALACIONES DEPORTIVAS	Ayuntamiento		QUIMICA DEL CENTRO, S.A.U.	6692	04/05/2018	Suministros(Menor)
Concesiones demaniales y de servicio de los 28 puestos de venta vacantes del Mercado Central de Zaragoza, tras una 1ª convocatoria.	Ayuntamiento		ATADES	50719	04/05/2018	Sujetos otras normas(SIN requisitos de solvencia profesional o económica, con presentación de memoria comercial y ofertas económicas.)
Concesiones demaniales y de servicio de los 28 puestos de venta vacantes del Mercado Central de Zaragoza, tras una 1ª convocatoria.	Ayuntamiento		JARA VIVEROS ORNAMENTALES S.L.	43779	04/05/2018	Sujetos otras normas(SIN requisitos de solvencia profesional o económica, con presentación de memoria comercial y ofertas económicas.)
Concesiones demaniales y de servicio de los 28 puestos de venta vacantes del Mercado Central de Zaragoza, tras una 1ª convocatoria.	Ayuntamiento		JOSÉ LUIS LÓPEZ JIMÉNEZ	52391	04/05/2018	Sujetos otras normas(SIN requisitos de solvencia profesional o económica, con presentación de memoria comercial y ofertas económicas.)
Concesiones demaniales y de servicio de los 28 puestos de venta vacantes del Mercado Central de Zaragoza, tras una 1ª convocatoria.	Ayuntamiento		JOSÉ LUIS LÓPEZ JIMÉNEZ	45630	04/05/2018	Sujetos otras normas(SIN requisitos de solvencia profesional o económica, con presentación de memoria comercial y ofertas económicas.)
Concesiones demaniales y de servicio de los 28 puestos de venta vacantes del Mercado Central de Zaragoza, tras una 1ª convocatoria.	Ayuntamiento		ANA BELÉN LÓPEZ JIMÉNEZ	45630	04/05/2018	Sujetos otras normas(SIN requisitos de solvencia profesional o económica, con presentación de memoria comercial y ofertas económicas.)
Concesiones demaniales y de servicio de los 28 puestos de venta vacantes del Mercado Central de Zaragoza, tras una 1ª convocatoria.	Ayuntamiento		ANA BELÉN LÓPEZ JIMÉNEZ	45630	04/05/2018	Sujetos otras normas(SIN requisitos de solvencia profesional o económica, con presentación de memoria comercial y ofertas económicas.)
Concesiones demaniales y de servicio de los 28 puestos de venta vacantes del Mercado Central de Zaragoza, tras una 1ª convocatoria.	Ayuntamiento		MARINA ARGON ALVAREZ	48474	04/05/2018	Sujetos otras normas(SIN requisitos de solvencia profesional o económica, con presentación de memoria comercial y ofertas económicas.)
Concesiones demaniales y de servicio de los 28 puestos de venta vacantes del Mercado Central de Zaragoza, tras una 1ª convocatoria.	Ayuntamiento		LORENZO SINUSIA ESCOLANO	69957	04/05/2018	Sujetos otras normas(SIN requisitos de solvencia profesional o económica, con presentación de memoria comercial y ofertas económicas.)
Concesiones demaniales y de servicio de los 28 puestos de venta vacantes del Mercado Central de Zaragoza, tras una 1ª convocatoria.	Ayuntamiento		PILAR MARCUELLO HORNOS	50719	04/05/2018	Sujetos otras normas(SIN requisitos de solvencia profesional o económica, con presentación de memoria comercial y ofertas económicas.)
Acuerdo marco para el suministro de mobiliario de oficina con destino al Ayuntamiento de Zaragoza (Lotes 2 y 3)	Ayuntamiento		OFITA INTERIORES S.A.	32689	03/05/2018	Suministros(Basado en Acuerdo Marco)
ELEMENTOS AUXILIARES PARA EL DESARROLLO SESIONES PLENARIAS 2018.	Ayuntamiento		LA ESQUINITA DEL CICLON, S.L.	6640	03/05/2018	Servicios(Menor)
Acuerdo marco para el suministro de mobiliario de oficina con destino al Ayuntamiento de Zaragoza (Lotes 2 y 3)	Ayuntamiento		MULTIESTILO S.L.	50877	02/05/2018	Suministros(Basado en Acuerdo Marco)
GUARDERIA PARA PERROS POTENCIALMENTE PELIGROSOS E INTERVENCIONES DE CUERPOS Y FUERZAS DE SEGURIDAD	Ayuntamiento		SUSANA DEL RÍO SANZ	17990	02/05/2018	Servicios(Menor)
CM SERVICIOS PROYECTO INFRAES. VERDE EN MILLA DIGITAL Y REST. ECOLOGICA APARCAMIENTO SUR EXPO. PDIVZ	Ayuntamiento		EXTREMERA LED ASOCIADOS SLU	12445	27/04/2018	Servicios(Menor)
"Servicio de actuaciones de mejora de la accesibilidad a los centros educativos de las rutas escolares definidas dentro del proyecto ""Camino Escolar"" que gestiona el Ayuntamiento de Zaragoza"	Ayuntamiento		CONSTRUCCIONES MARIANO LÓPEZ NAVARRO, S.A.U.	132231	27/04/2018	Servicios(Abierto)
Adquisición de las antiguas butacas del Teatro Principal de Zaragoza	Ayuntamiento		Ignacio Lahosa Juan	450	26/04/2018	Sujetos otras normas(Enajenación directa)
Adquisición de las antiguas butacas del Teatro Principal de Zaragoza	Ayuntamiento		Raquel Torres Cabrero	675	26/04/2018	Sujetos otras normas(Enajenación directa)
Adquisición de las antiguas butacas del Teatro Principal de Zaragoza	Ayuntamiento		Marta Larraz Nogués	675	26/04/2018	Sujetos otras normas(Enajenación directa)
Adquisición de las antiguas butacas del Teatro Principal de Zaragoza	Ayuntamiento		Rafael Rubio Bermudez	675	26/04/2018	Sujetos otras normas(Enajenación directa)
Adquisición de las antiguas butacas del Teatro Principal de Zaragoza	Ayuntamiento		Daniel Marcos Pina	675	26/04/2018	Sujetos otras normas(Enajenación directa)
Adquisición de las antiguas butacas del Teatro Principal de Zaragoza	Ayuntamiento		Carmen Castro Úbeda	675	26/04/2018	Sujetos otras normas(Enajenación directa)
Adquisición de las antiguas butacas del Teatro Principal de Zaragoza	Ayuntamiento		Antonio Sáinz Castillo	450	26/04/2018	Sujetos otras normas(Enajenación directa)
Adquisición de las antiguas butacas del Teatro Principal de Zaragoza	Ayuntamiento		José Luis Cerqueira Gil	675	26/04/2018	Sujetos otras normas(Enajenación directa)
Adquisición de las antiguas butacas del Teatro Principal de Zaragoza	Ayuntamiento		Pilar Villellas Muguerza	675	26/04/2018	Sujetos otras normas(Enajenación directa)
Instalacion de aparatos de gimnasia en terreno sito en S.Chomon-A.Aznar	Ayuntamiento		DERRIBOS SALVADOR S.L.	8974	25/04/2018	Obras(Menor)
Adquisición de las antiguas butacas del Teatro Principal de Zaragoza	Ayuntamiento		Antonio Charles Pallarés	450	24/04/2018	Sujetos otras normas(Enajenación directa)
Adquisición de las antiguas butacas del Teatro Principal de Zaragoza	Ayuntamiento		Carmen Gustrán Loscos	450	24/04/2018	Sujetos otras normas(Enajenación directa)
Reparacion y pintura del pavimento de  la nave de vehiculos	Ayuntamiento		J-M-NAVARRO-SL	7398	24/04/2018	Obras(Menor)
Adquisición de las antiguas butacas del Teatro Principal de Zaragoza	Ayuntamiento		Ana Teresa Sánchez López	450	24/04/2018	Sujetos otras normas(Enajenación directa)
Asis./Tec. Redaccion proy.Talud y acondicio. c/ Campamento del BºJuslibol.Convenio Ayto.-DPZ	Ayuntamiento		ALICIA PERALTA CATALAN	3996	20/04/2018	Servicios(Menor)
Asis./Tecn. Redac. proye: Ren.red abastec. y Pav. C/ Salitreria ( BºAlfocea). Convenio Ayto-DPZ	Ayuntamiento		COMPAS CONSULTORES, S.L	3030	20/04/2018	Servicios(Menor)
Contratación del servicio de instalación, explotación y mantenimiento de máquinas expendedoras de bebidas y alimentos saludables en diversas dependencias del Ayuntamiento de Zaragoza.	Ayuntamiento		A.B.SERVICIOS SELECTA  ESPAÑA, S.L.U.	115200	19/04/2018	Servicios(Abierto)
CONTRATO MENOR DE SERVICIOS PARA LA IMPRESION DEL LIBRO LA ZARAGOZA DE LAS MUJERES. CALLEJERO	Ayuntamiento		CALIDAD-GRAFICA-SL	3992	19/04/2018	Servicios(Menor)
Asis./Tecn.Red.proy:Segunda fase cub.acequia C/Zaragoza 35-62(Juslibol).Conv.Ayto-DPZ	Ayuntamiento		ENRIQUE ROSA LAMATA	4807	16/04/2018	Servicios(Menor)
REPARACION Y ACTUALIZACION SOFTWARE DEL CROMATOGRAFO DE LIQUIDOS AGILENT 1100, DEL LAB. F-Q II	Ayuntamiento		AGILENT TECNOLOGIES, S.L.	7068	16/04/2018	Servicios(Menor)
Servicio de alquiler, mantenimiento, montaje y desmontaje de los stands y cerramientos del salón del cómic de Zaragoza	Ayuntamiento		ARQUITECTURA 911 STAFF, S.L.	24000	13/04/2018	Servicios(Abierto)
Suministro de tubos, piezas especiales, válvulas y otros elementos de la red de abastecimiento para las brigadas del Servicio de Conservación de Infraestructuras	Ayuntamiento		BAUTISTA FIBROCEMENTOS Y FUNDIDOS SA	1157024	13/04/2018	Suministros(Abierto)
SERVICIOS DE GUIAS EDUCATIVOS PARA ESCOLARES EN LAS RUTAS DEL CEMENTERIO DE TORRERO/ 2018	Ayuntamiento		MARIA OLGA LARRUBIA MARTINEZ	3224	12/04/2018	Servicios(Menor)
Servicio de soporte sobre la plataforma de administración electrónica.	Ayuntamiento		IA SOFT ARAGÓN S.L.	363633	10/04/2018	Servicios(Abierto)
ADQUISICION SISTEMA EXTRACCION DE VIRUS EN ALIMENTOS PARA MICROBIOLOGIA DE ALIMENTOS	Ayuntamiento		BIOMERIEUX, S.A.	7950	06/04/2018	Suministros(Menor)
Obras de Adecuación parcial de los antiguos depósitos de Pignatelli.	Ayuntamiento		CONSTRUCCIONES MARIANO LÓPEZ NAVARRO, S.A.U.	525560	04/04/2018	Obras(Abierto)
Obras de impermeabilización y acondicionamiento de instalaciones en el Centro de Arte para Jóvenes El Tunel.	Ayuntamiento		INCLIZA-SL	164079	04/04/2018	Obras(Abierto)
Serv. ayuda para busqueda y recuperacion de inf. de contenidos de la sede electronica	Ayuntamiento		RECOGNAI S.L.	17500	03/04/2018	Servicios(Menor)
Tapizado sillones y sillas municipales (2018).	Ayuntamiento		AETHELWYNE SL (TAPIZADOS GINZO)	1181	02/04/2018	Servicios(Menor)
contrato de servicios para la adaptacion de la aplicacion de Relaciones Laborales al Pacto Convenio	Ayuntamiento		IA SOFT ARAGÓN S.L.	17842	02/04/2018	Servicios(Menor)
SUMINISTRO DE UN BARREFONDOS, Y REPUESTOS PARA EQUIPOS EXISTENTES	Ayuntamiento		FANOR PISCINAS	17305	28/03/2018	Suministros(Menor)
Servicio de lavandería para la Residencia municipal Casa de Amparo, Albergue municipal y otros centros municipales	Ayuntamiento		MANIPULADOS MONTEVEDADO SLU	736430	28/03/2018	Servicios(Abierto)
CONTRATO PARA LA LECTURA COMPLETA DE LA COLECCION AENORMAS Y DESCARGA DE NORMAS UNE.	Ayuntamiento		AENOR INTERNACIONAL S.A.	6000	28/03/2018	Servicios(Menor)
SERVICIO SOCIOSANITARIO ANTE EMERGENCIAS EN DOMICILIOS DE PERSONAS MAYORES	Ayuntamiento		SERV-TELEASISTENCIA-SA	13800	27/03/2018	Servicios(Menor)
ACTUACIONES SOCIO-EDUCATIVAS EN EL DISTRITO SUR.	Ayuntamiento		PROMOTORA DE INICIATIVAS DE DESARROLLO Y EDUCACIÓN SOCIAL (PRIDES S. COOP.)	12727	27/03/2018	Servicios(Menor)
CONTRATO MENOR PARA EL SERVICIO DE APOYO A LA GESTION DE REDES SOCIALES DEL AYUNTAMIENTO DE ZARAGOZA	Ayuntamiento		PINEAPPLE, COMUNICACIÓN, S.L.	16960	26/03/2018	Servicios(Menor)
CONSTRUCCION DE COLUMBARIOS 2018 EN EL CEMENTERIO DE TORRERO -MANZANA 120- (18-006) P2	Ayuntamiento		LUIS FRANCO MUÑOZ	43732	23/03/2018	Obras(Menor)
Rehabilitacion  Alcaldia del Bº de Villarrapa y compra de Mobiliario ( Convenio DPZ 2017/19)	Ayuntamiento		ALQUILER SHOP Zaragoza - PICASSO 34, S.L	14435	22/03/2018	Obras(Menor)
REMODELACION ALJIBE Bº TORRECILLA DE VALMADRID.ZARAGOZA.(CONVENIO D.P.Z. 2017-19)	Ayuntamiento		CESAR AUGUSTA 2020 S.L.	20484	22/03/2018	Obras(Menor)
DISENO Y DESARROLLO DE LA APP ZGZ 16 PARA DISPOSITIVOS MOVILES	Ayuntamiento		GEOSPATIUMLAB S.L.	16000	22/03/2018	Servicios(Menor)
Realizacion de un proyecto de Verano Activo para jovenes del  Distrito Sur y Parque Goya	Ayuntamiento		PROMOTORA DE INICIATIVAS DE DESARROLLO Y EDUCACIÓN SOCIAL (PRIDES S. COOP.)	16100	21/03/2018	Servicios(Menor)
Servicio de mantenimiento de 5 cinemómetros fijos, 12 cabinas, 3 cinemómetros embarcados en vehículos, 1 cinemómetro de mano y el software operativo para la gestión de denuncias	Ayuntamiento		TRADESEGUR S.A	91260	15/03/2018	Servicios(Negociado sin publicidad)
CONTRATO MENOR DE SERVICIOS DE INHUMACIONES GRATUITAS 2018	Ayuntamiento		NAJUCEM S.A.	265	14/03/2018	Servicios(Menor)
BASE DE DATOS LALEYDIGITAL.ES 2018	Ayuntamiento		WOLTERS KLUWER ESPAÑA, S.A.	3105	13/03/2018	Servicios(Menor)
Mantenimiento de la aplicacion movil Zaragoza Tributos.	Ayuntamiento		EVERIS SPAIN SLU	14500	12/03/2018	Servicios(Menor)
Servicio de bar en el Pabellón Cultural de la Venta del Olivar	Ayuntamiento		JESUS MANUEL GUERRA DELFA	3020	02/03/2018	Servicios(Abierto)
SERVICIO  DE SUBTITULADO DE PLENOS Y COMISIONES DEL AYUNTAMIENTO DE ZARAGOZA	Ayuntamiento		FAAPAS	0	02/03/2018	Servicios(Menor)
COLOCACION DE TABLONES PARA DIFUSION DE INFORMACION.ZARAGOZA (Presupuestos Participativos 2017)	Ayuntamiento		MASENA,S.L.	13005	28/02/2018	Obras(Menor)
"Obras de Acondicionamiento Edificio ""Antigua Portería"" en la Cartuja Baja"	Ayuntamiento		PROVISER IBÉRICA, S.L.	89498	23/02/2018	Obras(Abierto)
Retrato oficial Alcalde J.A.Belloch	Ayuntamiento		JORGE GAY MOLINS	9000	21/02/2018	Servicios(Menor)
SERVICIO DE MANTENIMIENTO DE LA APLICACION INFORMATICA A4 WEB DE GESTION PATRIMONIAL	Ayuntamiento		AMERICAN APPRAISAL ESPAÑA, S.A.	64629	21/02/2018	Servicios(Negociado sin publicidad)
PLATAFORMA CORPORATIVA	Ayuntamiento		AULOCE, S.A	7843	20/02/2018	Servicios(Menor)
Obras de Mejoras Teatro Principal Grada 4ª planta	Ayuntamiento		CNES. NAVASCUES ZALAYA S.L.	60977	20/02/2018	Obras(Abierto)
Asistencia técnica en materia de seguridad y salud en las actuaciones del Servicio de Conservación de Infraestructuras	Ayuntamiento		INGENIERÍA Y GESTIÓN ARAGÓN, S.L.	88000	15/02/2018	Servicios(Abierto)
Servicio de Limpieza del Complejo Deportivo Municipal José Garcés	Ayuntamiento		EULEN S.A.	491362	15/02/2018	Servicios(Abierto)
Proyecto de actuaciones en el escarpe y acondicionamiento acceso calle La Costera en Alfocea-Zaragoza	Ayuntamiento		IDECON S.A.U.	273858	14/02/2018	Obras(Abierto)
Obras de implantación de carril bici y conexión al existente en Vía Univérsitas y C/. Violante de Hungría	Ayuntamiento		PAVIJUS S.L.	197253	14/02/2018	Obras(Abierto)
"Obras de ""Urbanización parcial C/ Antonio Leyva entre la C/ San Alberto Magno y C/ Marqués de San Felices"""	Ayuntamiento		COMPAÑIA DE OBRAS PUBLICAS HORMIGONES 	627846	14/02/2018	Obras(Abierto)
"Obras de ""urbanización parcial de la acera de los números impares de la Avda. Cataluña entre FF.CC. a Huesca y la C/ Rio Ara"""	Ayuntamiento		COMPAÑIA DE OBRAS PUBLICAS HORMIGONES 	487967	14/02/2018	Obras(Abierto)
Servicio de Conservación de Puentes del Ayuntamiento de Zaragoza	Ayuntamiento		CONSTRUCCIONES MARIANO LÓPEZ NAVARRO, S.A.U.	619834	14/02/2018	Servicios(Abierto)
RENOVACION DEL  ALUMBRADO PUBLICO EN EL BARRIO DE SAN GREGORIO ( CONVENIO D.P.Z 2017-2019)	Ayuntamiento		ELECTRICIDAD AMARO SA	33026	13/02/2018	Obras(Menor)
Servicio de Limpieza del Complejo Deportivo Municipal Siglo XXI	Ayuntamiento		FERROVIAL SERVICIOS SA	684308	08/02/2018	Servicios(Abierto)
Suministro de licencias de funcionamiento del equipamiento de seguridad (cortafuegos) de Fortinet para Red de Comunicaciones y su mantenimiento	Ayuntamiento		TELEFÓNICA 	100826	23/01/2018	Suministros(Abierto)
Servicio de gestión del entorno audiovisual, las retransmisiones en streaming y la prestación del servicio de mantenimiento del equipo técnico audiovisual.	Ayuntamiento		TELESONIC-SA	200000	15/01/2018	Servicios(Abierto)
Evento fiesta de fin año	Zaragoza Cultural		Eid Servicio de Catering, S.L. - ES	8489	31/12/2018	Servicios(Menor)
Espectáculo Cantajuegos	Zaragoza Cultural		Eventos MPH Directo, S.L. - ES	3080	27/12/2018	Servicios(Menor)
Concierto de Rozalen	Zaragoza Cultural		Eventos Orprocoor, S.L. - ES	3080	23/12/2018	Servicios(Menor)
Evento Que campanazo	Zaragoza Cultural		El Pecado de Eva, S.L. - ES	4624	22/12/2018	Servicios(Menor)
Concierto de Victor Manuel	Zaragoza Cultural		Ion Musica, s.l. - ES	4869	20/12/2018	Servicios(Menor)
Suministro para la difusión y material complementario de las actividades didácticas en los museos municipales	Zaragoza Cultural		Cometa, S.A. - ES	5502	19/12/2018	Suministros(Menor)
Convencion Novaltia	Zaragoza Cultural		Novaltia, S.C. - ES	3356	19/12/2018	Servicios(Menor)
Premios Responsabilidad Social del IAF	Zaragoza Cultural		Instituto Aragonés Fomento - ES	3912	18/12/2018	Servicios(Menor)
Impresión de 2.500 y 3.000 postales desplegables de Harinera	Zaragoza Cultural		OCTAVIO Y FÉLEZ S.A	885	18/12/2018	Suministros(Menor)
Fiesta de Navidad de Inditex	Zaragoza Cultural		Viajes El Corte Ingles, S.A. - ES	4596	16/12/2018	Servicios(Menor)
Conciertto de Diego el Cigala	Zaragoza Cultural		Producciones Animadas, S.L. - ES	3080	14/12/2018	Servicios(Menor)
Cambio del cuadro de maniobra del ascensor de la sala multiusos del Auditorio de Zaragoza	Zaragoza Cultural		FERROVIAL SERVICIOS SA	6787	11/12/2018	Suministros(Menor)
Actuación la nueva Orquesta Boston Show (Nochevieja 2018)	Zaragoza Cultural		Peguero Cinca, Pedro Joaquin - ES	5000	05/12/2018	Otros(Menor)
Diseño, procesado de la información, tratamiento de imágenes y maquetación de catálogos de las exposiciones artísticas programadas en salas municipales de exposiciones durante 2019	Zaragoza Cultural		Gran Marcos, Ines - ES	2750	04/12/2018	Servicios(Menor)
Servicio de alquiler de vallas a instalar en la Cabalgata de Reyes de Zaragoza el día 5 de Enero de 2019	Zaragoza Cultural		PRODUCCIONES SEGURANA S.L.	13900	03/12/2018	Servicios(Menor)
Servicio en régimen de alquiler de equipamiento de video, sonido y servicio técnico para la feria del cómic a realizar en la Sala Multiusos del Auditorio de Zaragoza del 14 al 16 de diciembre de 2018	Zaragoza Cultural		FLUGE.	1026	03/12/2018	Servicios(Menor)
Concierto del Duo Dinámico	Zaragoza Cultural		Eventos Orprocoor, S.L. - ES	3080	30/11/2018	Servicios(Menor)
VI Congreso Asoc. Nac. Veterinarios de Porcino	Zaragoza Cultural		Asoc Veterinarios Porcino - ES	10778	28/11/2018	Servicios(Menor)
Suministro del material relacionado con destino a las actividades del Centro de Historias de Zaragoza	Zaragoza Cultural		CLD INFORMATICA	4925	28/11/2018	Suministros(Menor)
Impresión de catálogos y folletos de exposiciones artísticas en salas de exposiciones de Zaragoza. Enero-Mayo 2019	Zaragoza Cultural		Cometa, S.A. - ES	8843	28/11/2018	Suministros(Menor)
Homenaje Colaboradores del Mayor	Zaragoza Cultural		yuntamiento de Zaragoza - ES	3474	27/11/2018	Servicios(Menor)
Suministro de 3000 bolsas de cotillón para la Nochevieja de 2018	Zaragoza Cultural		Principes de Maine, S.L	1920	26/11/2018	Suministros(Menor)
Concierto FSO TOUR 2018	Zaragoza Cultural		FSO Tour 2018 A.I.E. - ES	3696	24/11/2018	Servicios(Menor)
Concierto de Ensemble Bayona	Zaragoza Cultural		Articat, SCCL - ES	10000	24/11/2018	Otros(Menor)
XXX Aniversario Teatro Lírico de Zaragoza	Zaragoza Cultural		Teatro Lírico de Zargoza - ES	3883	17/11/2018	Servicios(Menor)
Actividades Teatro Comunitario (Barrios creando. Creando Barrios)	Zaragoza Cultural		Asociación la maquinaria - ES	12328	14/11/2018	Otros(Menor)
Actividades Trayectos Danza Comunitaria (Barrios Creando.Creando Barrios)	Zaragoza Cultural		Asoc. Cult las Voces Humanas - ES	4154	14/11/2018	Otros(Menor)
Actividades Pares Sueltos. Artes Escénicas (Barrios Creando.Creando Barrios)	Zaragoza Cultural		Asociación Materia Primas - ES	12000	14/11/2018	Otros(Menor)
Actividades Circo Comunitario (Barrios Creando.Creando Barrios)	Zaragoza Cultural		Asoc Sociocultural Escuela Circo - ES	5927	14/11/2018	Otros(Menor)
Concierto History of rock	Zaragoza Cultural		Directo al Escenario, S.L. - ES	3359	09/11/2018	Servicios(Menor)
XI Salon del Stock	Zaragoza Cultural		Kirei Zaragoza, s.l. - ES	8763	09/11/2018	Servicios(Menor)
Utilización del Auditorio para la celebración del 40º Congreso Soc. Español Endoscopia Digestiva	Zaragoza Cultural		Viajes Pacífico, S.A. - ES	25356	08/11/2018	Servicios(Restringido)
World of dance-Qualifier Spain	Zaragoza Cultural		Danza y Estilo, S.L. - ES	3673	03/11/2018	Servicios(Menor)
Concierto de Miguel Poveda	Zaragoza Cultural		Riff Producciones, S.L. - ES	4342	02/11/2018	Servicios(Menor)
Servicio del diseño, procesado de la información, maquetación e impresión de la campaña de navidad 2018-2019 	Zaragoza Cultural		El directorio de creación publicitarias, S.L.	8100	02/11/2018	Servicios(Menor)
Conciertos 2018 Sinfónica Ciudad de Zaragoza. Orquesta Residente	Zaragoza Cultural		Hernando de Aragón - ES	50000	31/10/2018	Privado(Negociado sin publicidad)
Concierto de Leonel Morales	Zaragoza Cultural		Marle 96, S.L. - ES	4000	29/10/2018	Otros(Menor)
Concierto de la Wind Orchestra	Zaragoza Cultural		Gesmar Servicios Culturales, S.L. - ES	10000	28/10/2018	Otros(Menor)
18º Encuentro coros Colegio de Abogados	Zaragoza Cultural		Colegio Abogados Zaragoza - ES	3824	27/10/2018	Servicios(Menor)
Conciertos 2018 del Coro Amici Musicae. Coro Residente	Zaragoza Cultural		Asociación Cultural Coro Amici Musicae 	40000	27/10/2018	Privado(Negociado sin publicidad)
Servicio de la creatividad, maquetación y diseño gráfico de las campañas del Auditorio de Zaragoza	Zaragoza Cultural		Frago Monzón, Miguel - ES	13000	26/10/2018	Servicios(Menor)
Conciertos 2018 Los Musicos de su Alteza. Orquesta Residente	Zaragoza Cultural		Sesquialtera, S.L. 	40000	25/10/2018	Privado(Negociado sin publicidad)
Concierto de Orquesta de Cadaqués y Coro Amici Musicae. Temp. Primavera	Zaragoza Cultural		Aijonmusic, SA 	60000	25/10/2018	Privado(Negociado sin publicidad)
Concierto de Arcadi Volodos. Ciclo Solistas	Zaragoza Cultural		Duetto Management, S .L. - ES	17000	25/10/2018	Privado(Negociado sin publicidad)
Concierto de Orquesta Sinfónica Rdio Stuttgart. Temp Primavera	Zaragoza Cultural		Camera Management, S.L. 	50000	25/10/2018	Privado(Negociado sin publicidad)
XIV Congreso Nacional de PANASEF	Zaragoza Cultural		Asoc Nac. Serv Funerarios - ES	13861	25/10/2018	Servicios(Menor)
PROYECTO LOS LIBROS QUE IMPORTAN	Zaragoza Cultural		Asociación Atrapavientos - ES	5875	22/10/2018	Otros(Abierto)
Coorganización 24º Festival Jazz Al Margen 2018	Zaragoza Cultural		"Asociación Vecinos Arrabal ""Tio Jorge"" - ES"	11500	22/10/2018	Otros(Menor)
XI Congreso Nacional de Familias Numerosas	Zaragoza Cultural		Fed. Familias Numerosas - ES	3280	20/10/2018	Servicios(Menor)
Cena Congreso Ingenieria Hospitalaria	Zaragoza Cultural		Eurocongres Viajes, S.A. - ES	4876	19/10/2018	Servicios(Menor)
Espectáculo Las amigdalas de mis amigdalas....	Zaragoza Cultural		Siamm Producciones, S.C. - ES	5068	12/10/2018	Servicios(Menor)
Espectáculo de Bvocal Human Voices	Zaragoza Cultural		Conlaboca Producciones S.Coop - ES	5692	12/10/2018	Servicios(Menor)
Cachet actuación Aragón sinfolknico. Fiestas del Pilar 2018	Zaragoza Cultural		Hernando de Aragón - ES	15060	11/10/2018	Privado(Negociado sin publicidad)
Programa La vida moderna con David Broncano	Zaragoza Cultural		CADENA SER	4096	10/10/2018	Servicios(Menor)
Concierto Dios salve a la reina interpreta a Queen	Zaragoza Cultural		Remember Minds, S.L. - ES	3085	09/10/2018	Servicios(Menor)
Actuación JFDR Festival de festivales	Zaragoza Cultural		Cultura Atómica, S.L.U. - ES	3295	08/10/2018	Otros(Menor)
Actuación Javier Mena Festival de festivales	Zaragoza Cultural		A.C. Primavera Sound - ES	6500	08/10/2018	Otros(Menor)
Actuaciones Grupos Folkloricos FFMA.	Zaragoza Cultural		Fed Folklore Aragonés, Musica (FFAMA) - ES	12200	08/10/2018	Otros(Menor)
Actividades de animación infantil (reutilización) en Parque Infantil Rio y Juego	Zaragoza Cultural		Fundación Ecologia y Desarrollo - ES	9917	08/10/2018	Otros(Menor)
Actuación La Schica Kabaret Vendetta	Zaragoza Cultural		 Articomedia, s.l. - ES	3116	08/10/2018	Otros(Menor)
Actuación Nathy Peluso Festival de festivales	Zaragoza Cultural		Borina Producciones, s.l. - ES	12900	08/10/2018	Otros(Menor)
Actuación Kabaret Dadá Kabaret Vendetta	Zaragoza Cultural		A.C. Juntos por el Rock - ES	11700	08/10/2018	Otros(Menor)
Utilización del Auditorio para la celebración del Rastrillo de Aragón 2018	Zaragoza Cultural		FUNDACIÓN FEDERICO OZANAM	27284	08/10/2018	Servicios(Restringido)
Concierto Europe Live in Zaragoza	Zaragoza Cultural		Producciones Rocknrock, S.L. - ES	4559	06/10/2018	Servicios(Menor)
Actuación Linn da Quebrada Festival de festivales	Zaragoza Cultural		Cultura Atómica, S.L.U. - ES	4858	05/10/2018	Otros(Menor)
Actuación Tarde o Temprano Danza (pregón)	Zaragoza Cultural		Asociación cultural tarde o temprano danza - ES	4500	05/10/2018	Otros(Menor)
ALQUILER DE PANTALLAS DE VÍDEO Y REALIZACIÓN, MONTAJE, DESMONTAJE, TRANSPORTE, PERSONAL TÉCNICO Y PERSONAL DE CARGA Y DESCARGA EN FUENTE GOYA, FIESTAS DEL PILAR 2018, DEL 6 AL 14 DE OCTUBRE	Zaragoza Cultural		AUDIOVISUALES EXTREMIANA, S.L.	24250	05/10/2018	Servicios(Abierto)
Actuación Mercedes Peón Festival de festivales	Zaragoza Cultural		Producciones Panoja, S.L. - ES	6900	05/10/2018	Otros(Menor)
Actuación Colin Self Festival de festivales	Zaragoza Cultural		Cultura Atómica, S.L.U. - ES	3806	05/10/2018	Otros(Menor)
Actuación Chicks on speed Festival de festivales	Zaragoza Cultural		Cultura Atómica, S.L.U. - ES	7199	05/10/2018	Otros(Menor)
Trayectos en las Fiestas del Pilar 2018 Festival de festivales	Zaragoza Cultural		Asoc. Cult las Voces Humanas - ES	5000	04/10/2018	Otros(Menor)
III Encuentro Dulzaina y Tambor Ciudad Zaragoza Festival de festivales	Zaragoza Cultural		Mosaicos Populars D`Aragon (Acampa) - ES	3820	04/10/2018	Otros(Menor)
