actividad	centro	dni	quien	importe	date	tipo
DISEÑO, DESARROLLO E IMPLEMENTACIÓN DE UN NUEVO PORTAL WEB DE ZARAGOZA TURISMO Y ZARAGOZA CONVENTION BUREAU	Zaragoza Turismo		INNOPULSE	53900	20/12/2018	Servicios(Abierto)
SERVICIO DE PROMOCIÓN Y RECEPTIVO DE ZARAGOZA CONVENTION BUREAU (ZCB) DE ZARAGOZA TURISMO	Zaragoza Turismo		SERVICIOS AUXILIARES ZARAGOZA S.L.	61499	30/11/2018	Servicios(Abierto)
CONTRATACIÓN PARA EL DESARROLLO DE UNA MARCA TURÍSTICA DE ZARAGOZA, ALINEADA A LOS OBJETIVOS DEL PLAN ESTRATÉGICO DE ZARAGOZA TURISMO, ASÍ COMO PARA LA ELABORACIÓN DE UN MANUAL DE IDENTIDAD CORPORATIV	Zaragoza Turismo		OSCAR GARCES OLOZAGARRE (LA MANO Y LA LUNA) 	14144	27/11/2018	Servicios(Menor)
SERVICIO CAMPAÑA PUBLICITARIA DE ZARAGOZA COMO DESTINO EN REVISTA TURISTICA	Zaragoza Turismo		VOCENTO	7000	09/11/2018	Servicios(Menor)
CONTRATACIÓN DE LA PRESTACIÓN DEL SERVICIO DE PLANIFICACIÓN, MEDIACIÓN, CONTRATACIÓN DE ESPACIOS, INSERCIÓN Y POSTERIOR SEGUIMIENTO DE UNA CAMPAÑA DE PUBLICIDAD ONLINE DIRIGIDA A FRANCIA, REINO UNIDO,	Zaragoza Turismo		MEDIATALENT	13140	08/11/2018	Servicios(Menor)
CONTRATACIÓN DE LA PRESTACIÓN DEL SERVICIO DE PLANIFICACIÓN, MEDIACIÓN, CONTRATACIÓN DE ESPACIOS, INSERCIÓN Y POSTERIOR SEGUIMIENTO DE UNA CAMPAÑA DE PUBLICIDAD ONLINE DIRIGIDA A LAS CIUDADES DE SEVIL	Zaragoza Turismo		MEDIATALENT	11475	08/11/2018	Servicios(Menor)
CONTRATACIÓN DE LA PRESTACIÓN DEL SERVICIO DE PLANIFICACIÓN, MEDIACIÓN, CONTRATACIÓN DE ESPACIOS, INSERCIÓN Y POSTERIOR SEGUIMIENTO DE UNA CAMPAÑA DE PUBLICIDAD ONLINE DIRIGIDA A LA COMUNIDAD AUTÓNOMA	Zaragoza Turismo		MEDIATALENT	11685	08/11/2018	Servicios(Menor)
SERVICIO CAMPAÑA CO-MARKETING ONLINE MERCADO BELGA EN ZARAGOZA	Zaragoza Turismo		RYANNAIR DAC	14990	07/11/2018	Servicios(Menor)
"Servicio ""Visitas guiadas de Zaragoza Turismo 2017"""	Zaragoza Turismo		GUÍAS UNIDAS DE ZARAGOZA, UNIÓN TEMPORAL DE EMPRESAS	225340	06/11/2018	Servicios(Abierto)
SERVICO DE PROMOCION Y PUBLICIDAD EN PROGRAMA DE RADIO	Zaragoza Turismo		CADENA SER	6150	06/11/2018	Servicios(Menor)
SERVICIO PUBLICIDAD ZARAGOZA EN REVISTA TURISTICA DIGITAL	Zaragoza Turismo		DISPLAY CONNECTORS S.L.	12000	30/08/2018	Servicios(Menor)
SERVICIO CAMPAÑA PUBLICITARIA ZARAGOZA EN REVISTA EL PAIS SEMANAL	Zaragoza Turismo		EDICIONES EL PAIS S.L.	14800	31/07/2018	Servicios(Menor)
SERVICIO PRESENTACION ZARAGOZA CONGRESOS COMO DESTINO DE EVENTOS	Zaragoza Turismo		ASOC. AGENCIAS VIAJES ESPAÑOLAS ASOCIADAS	5000	23/05/2018	Servicios(Menor)
Prestación de los servicios necesarios en concepto de asistencia técnica a las acciones de investigación y comercialización de Zaragoza Convention Bureau de Zaragoza Turismo.	Zaragoza Turismo		SERVICIOS AUXILIARES ZARAGOZA S.L.	14883	16/05/2018	Servicios(Menor)
SERVICIO DE PROMOCION DE LA MARCA ZARAGOZA IS BIKE 2018	Zaragoza Turismo		tomek	8000	04/05/2018	Servicios(Menor)
SERVICIO DE PROMOCION Y PUBLICIDAD DE LA SEMANA SANTA DE ZARAGOZA EN PROGRAMA DE RADIO	Zaragoza Turismo		CADENA COPE	6000	22/03/2018	Servicios(Menor)
Vinilación de los tres autobuses turísticos utilizados por Zaragoza Turismo	Zaragoza Turismo		De Sola S.L. Servicios gráficos	12000	15/02/2018	Servicios(Menor)
Servicio de seguridad del Palacio de la Real Maestranza de Caballería de Zaragoza, durante el periodo de visitas guiadas 2018	Zaragoza Turismo		ASTRA SISTEMAS S.A. 	7600	23/01/2018	Servicios(Menor)
Prestación de los servicios necesarios en concepto de asistencia técnica a las acciones de promoción y receptivo de Zaragoza Convention Bureau de Zaragoza Turismo.	Zaragoza Turismo		SERVICIOS AUXILIARES ZARAGOZA S.L.	17873	22/01/2018	Servicios(Menor)
Contrato para la concesión a la ciudad de Zaragoza de la Capitalidad del Baloncesto Español - Capital Española del Baloncesto 2019,	Zaragoza Deporte		FEDERACIÓN ESPAÑOLA DE BALONCESTO	50000	29/11/2018	Privado(Negociado sin publicidad)
Contrato para la celebración de la Concentración de la Selección Nacional Masculina Sub 20 de Rugby y de un encuentro amistoso con la Selección Nacional de Rumanía del 2 al 9 de diciembre de 2018	Zaragoza Deporte		FEDERACIÓN ESPAÑOLA DE RUGBY	33057	29/11/2018	Privado(Negociado sin publicidad)
Contrato de alquiler de las instalaciones y servicios del Pabellón Príncipe Felipe de Zaragoza para la celebración del concierto YO TAMBIÉN FUI A EGB, el día 15 de diciembre de 2018	Zaragoza Deporte		2M GROUP EVENTOS, S.L. 	10200	26/11/2018	Servicios(Menor)
Contrato de alquiler de las instalaciones y servicios del Pabellón Príncipe Felipe de Zaragoza para la celebración del XLIV Concurso de Exaltación de Instrumentos Tradicionales de la Semana Santa de Zaragoza, los días 6 y 7 de abril de 2019	Zaragoza Deporte		JUNTA COORDINADORA DE COFRADÍAS DE SEMANA SANTA DE ZARAGOZA 	4680	09/11/2018	Servicios(Menor)
Contrato de alquiler de las instalaciones y servicios del Pabellón Príncipe Felipe de Zaragoza para la celebración del concierto de LOQUILLO Rock and Roll Actitud 2018, el día 1 de diciembre de 2018	Zaragoza Deporte		Riff Producciones, S.L. - ES	4850	07/11/2018	Servicios(Menor)
Contrato de alquiler de las instalaciones y servicios del Pabellón Príncipe Felipe de Zaragoza para la celebración del concierto de MALÚ Oxígeno Tour, el día 24 de noviembre de 2018	Zaragoza Deporte		Riff Producciones, S.L. - ES	5150	15/10/2018	Servicios(Menor)
Contrato de alquiler de las instalaciones y servicios del Pabellón Príncipe Felipe de Zaragoza para la celebración del espectáculo LA VIDA MODERNA, el día 14 de diciembre de 2018	Zaragoza Deporte		MANAGEMENT I PRODUCCIONS CULTURALS, S.L. 	13370	10/10/2018	Servicios(Menor)
Contrato de alquiler de las instalaciones y servicios del Pabellón Príncipe Felipe de Zaragoza para la celebración del concierto LOVE THE 90`S el día 6 de octubre de 2018	Zaragoza Deporte		Eventos MPH Directo, S.L. - ES	15020	05/10/2018	Servicios(Otros)
Contrato de alquiler de las instalaciones y servicios del Pabellón Príncipe Felipe de Zaragoza para la celebración del concierto de MANOLO GARCÍA Geometría del Rayo, el día 13 de octubre de 2018	Zaragoza Deporte		Eventos MPH Directo, S.L. - ES	7300	20/09/2018	Servicios(Menor)
Contrato de alquiler de las instalaciones y servicios del Pabellón Príncipe Felipe de Zaragoza para la celebración del espectáculo  DISNEY ON ICE Conquista tus sueños los días 7 8 9 y 10 de marzo de 2019	Zaragoza Deporte		PROACTIV, S,L.	25585	20/09/2018	Servicios(Otros)
Contrato de alquiler de las instalaciones y servicios del Pabellón Príncipe Felipe de Zaragoza para la celebración del espectáculo de FREESTYLE, el día 17 de noviembre de 2018	Zaragoza Deporte		DURGA MISSION, S.L. 	4450	10/09/2018	Servicios(Menor)
Contrato de alquiler de las instalaciones y servicios del Pabellón Príncipe Felipe de Zaragoza para la celebración del concierto de DANI MARTÍN Grandes éxitos y pequeños desastres, el día 11 de octubre de 2018	Zaragoza Deporte		Borina Producciones, s.l. - ES	7600	04/09/2018	Servicios(Menor)
"Contratación del servicio para la realización del programa ""Natación Invierno y Escolar 2018/2019 y 2019/2020 y Natación Verano 2019 y 2020"""	Zaragoza Deporte		CLECE, S.A. 	947969	23/07/2018	Servicios(Abierto)
Contrato de alquiler de las instalaciones y servicios del Pabellón Príncipe Felipe de Zaragoza para la celebración del concierto de PABLO LÓPEZ  Santa Libertad, el día 29 de diciembre de 2018	Zaragoza Deporte		Eventos MPH Directo, S.L. - ES	5200	21/06/2018	Servicios(Menor)
Contrato de alquiler de las instalaciones y servicios del Pabellón Príncipe Felipe de Zaragoza para la celebración del concierto de RAPHAEL Loco por Cantar, el día 29 de septiembre de 2018	Zaragoza Deporte		Eventos MPH Directo, S.L. - ES	5200	21/06/2018	Servicios(Menor)
Contrato de alquiler de las instalaciones y servicios del Pabellón Príncipe Felipe de Zaragoza para la celebración del Acto de culto religioso de TESTIGOS CRISTIANOS DE JEHOVÁ, los días 6, 7 y 8 de julio de 2018	Zaragoza Deporte		Testigos Cristianos de Jehová - ES	12378	04/06/2018	Servicios(Menor)
Prestación del servicio para la realización de la actividad deportiva “Proyecto de Animación Deportiva del Barrio Oliver 2018/2019”	Zaragoza Deporte		FUNDACION ADUNARE	28308	04/06/2018	Servicios(Otros)
Prestación del servicio para la realización de la actividad deportiva “Orientación en los Parques 2018/2019”	Zaragoza Deporte		PROYECTOS Y REALIZACIONES ARAGONESAS DE MONTAÑA, ESCALADA Y SENDERISMO, S.A. 	29612	04/06/2018	Servicios(Otros)
"Prestación del servicio para la realización de la actividad ""Hidrospinning 2018/2019"""	Zaragoza Deporte		ACTIVIDADES RECREATIVAS ACUÁTICAS, AGUACTIVA, S.L. 	33364	01/06/2018	Servicios(Otros)
Contrato de Patrocinio deportivo publicitario en la celebración de XXXV Milla Delicias Ibercaja-Ciudad de Zaragoza 2018	Zaragoza Deporte		EL CORTE INGLÉS, S.A.	8264	24/05/2018	Otros(Menor)
Contrato de alquiler de las instalaciones y servicios del Pabellón Príncipe Felipe de Zaragoza para la celebración del Congreso RANDISAN el día 9 de junio de 2018	Zaragoza Deporte		RANDISAN 2013, S.L.	22385	10/05/2018	Servicios(Otros)
Contrato de Patrocinio para la celebración del evento deportivo CAIXABANK 10 K Zaragoza, el día 27 de mayo de 2018,	Zaragoza Deporte		CAIXABANK, S.A.	6500	07/05/2018	Otros(Menor)
Contrato de alquiler de las instalaciones y servicios del Pabellón Príncipe Felipe de Zaragoza para la celebración del Congreso de HERBALIFE los días 15 16 y 17 de junio de 2018	Zaragoza Deporte		TRABAJA DESDE CASA, S.L.	19957	04/05/2018	Servicios(Otros)
Contrato de Patrocinio publicitario deportivo para la celebración de la prueba deportiva UEFA FUTSAL CUP 2018, los días 20 y 22 de abril de 2018	Zaragoza Deporte		HERALDO DE ARAGÓN EDITORA, S.L.U.	6735	19/04/2018	Otros(Menor)
Contrato de Patrocinio del Programa de Actividades Deportivas Entra en Acción durante los años 2018 2019 y 2020,	Zaragoza Deporte		CAIXABANK, S.A.	165000	16/04/2018	Privado(Otros)
Servicios para el mantenimiento y conservación anual de Instalaciones Deportivas Elementales de Street Workout de la ciudad de Zaragoza	Zaragoza Deporte		AGAPITO URBAN INDUSTRIES, S.L.	15840	11/04/2018	Servicios(Menor)
Desmontaje de las porterías antiguas existentes en la I.D.E., su traslado al punto limpio más próximo y el suministro e instalación de porterías antivandálicas de balonmano/futbol-sala	Zaragoza Deporte		EURONIX METAL, S.L. 	18000	06/04/2018	Suministros(Menor)
Servicios de mantenimiento, almacenaje, transporte, instalación, supervisión, colocación y desmontaje de dos arcos de meta hinchables en los eventos deportivos que determine Zaragoza Deporte Municipal	Zaragoza Deporte		PLANTAE ARAGON S.L.	17000	27/03/2018	Servicios(Menor)
Suministro e instalación de estacionamientos de bicicletas en la ciudad de Zaragoza, 2018	Zaragoza Deporte		API MOVILIDAD, S.A	18000	26/03/2018	Suministros(Menor)
Contrato de alquiler de las instalaciones y servicios del Pabellón Príncipe Felipe de Zaragoza para la celebración del concierto de FITO Y FITIPALDIS 20 Aniversario Gira 2018, el día 13 de abril de 2018	Zaragoza Deporte		Riff Producciones, S.L. - ES	13070	09/03/2018	Servicios(Menor)
"Suministro e impresión de los elementos de señalización del Programa ""Zaragozanda"""	Zaragoza Deporte		SEÑALES GIROD, S.L. 	32495	09/03/2018	Suministros(Otros)
"Servicio para la realización del programa ""La Bici en el Cole 2018"""	Zaragoza Deporte		CALA Y PEDAL SOCIEDAD COOPERATIVA	49900	06/02/2018	Servicios(Restringido)
Contrato para la celebración de la LVI Edición de la Copa de S,M, La Reina 2018 del 19 al 21 de enero de 2018	Zaragoza Deporte		FEDERACIÓN ARAGONESA DE BALONCESTO	25000	18/01/2018	Privado(Negociado sin publicidad)
Contrato de difusión publicitaria estática en el Pabellón Príncipe Felipe de Zaragoza	Zaragoza Deporte		LA ZARAGOZANA, S.A. 	11300	04/01/2018	Otros(Menor)
Sustitución del servidor exchange	ZGZ @ Desarrollo Expo, S.A., en liquidación		CALAT Sistemas y Comunicaciones, S.L.	9982	28/02/2018	Servicios(Menor)
SUMINISTRO DE POLIPASTO PARA LA SALA DE DESHIDRATACIÓN DE LA EDAR LA ALMOZARA.	Ecociudad		HIDRAREL SL	7790	14/12/2018	Suministros(Abierto Simplificado)
Suministro de vehículo turismo híbrido mediante arrendamiento financiero	Ecociudad		ARTAL VEHÍCULOS ZARAGOZA S.L.,	12812	11/12/2018	Suministros(Abierto Simplificado)
Servicios especializados para la compra y planificación de los anuncios de publicidad corporativa para el desarrollo de una campaña centrada en la valorización del agua suministrada	Ecociudad		ARAGÓN DIGITAL, S.L.	25250	16/11/2018	Servicios(Abierto Simplificado)
Renovación de las herramientas de Software y Hardware que sustentan la arquitectura Tecnológica de Ecociudad	Ecociudad		GRUPO SOLITIUM S.L	55500	12/11/2018	Suministros(Abierto)
Renovación de las herramientas de Software y Hardware que sustentan la arquitectura Tecnológica de Ecociudad	Ecociudad		EUROFOR CENTRO DE FORMACIÓN S.L.	76500	12/11/2018	Suministros(Abierto)
Suministro e instalación de los sistemas de seguridad en las puertas de la nave de filtros de la Planta de recuperación de agua de la potabilizadora de Zaragoza	Ecociudad		ARAMÁTICA,. PUERTAS INDUSTRIALES	6008	09/11/2018	Suministros(Menor)
Redacción del proyecto de derribo de la estructura actual de polipasto en la EDAR la Almozara  redacción del proyecto constructivo para la instalación de un nuevo puente grúa y dirección facultativa y	Ecociudad		EXTREMERA LED ASOCIADOS SLU	5348	03/10/2018	Suministros(Menor)
Realización de los trabajos necesarios para incorporar nuevas funcionalidades y poner en producción la aplicación informática GESRECO desarrollada en colaboración con el Ayuntamiento de Zaragoza	Ecociudad		UTE EVERIS SPAIN S.L.U. - EVERIS ARAGÓN S.L.U.	28464	12/09/2018	Servicios(Abierto Simplificado)
SUMINISTRO E INSTALACIÓN DE DIVERSO MOBILIARIO DE OFICINA Y EQUIPOS INFORMÁTICOS	Ecociudad		GRUPO SOLITIUM S.L	3792	23/07/2018	Suministros(Menor)
SUMINISTRO E INSTALACIÓN DE DIVERSO MOBILIARIO DE OFICINA Y EQUIPOS INFORMÁTICOS	Ecociudad		BALLAROL OFICINAS S.L.L.	3661	23/07/2018	Suministros(Menor)
Suministro e instalación de diverso mobiliario de oficina en la EDAR Almozara	Ecociudad		MOMO-ART INTERIORISMO SL	10431	13/07/2018	Suministros(Menor)
Servicio integral en materia de prevención de riesgos laborales	Ecociudad		SOCIEDAD DE PREVENCION AUTORIZADA SA	56160	20/06/2018	Servicios
Vaciado y limpieza de la Estación de Bombeo de la Margen Derecha	Ecociudad		ALCANTARILLADOS CARRILLO GERMAN SL	7680	14/06/2018	Servicios(Abierto Simplificado)
Colocación de nuevos puntos de red, voz y tomas eléctricas en las oficinas de la sociedad municipal Ecociudad Zaragoza S.A.U., sitas en Vía Hispanidad 20.	Ecociudad		GOTOR COMUNICACIONES SA	5463	14/06/2018	Servicios(Menor)
"Alquiler, montaje, desmontaje y retirada de una caseta de vestuario completo (lavabo, inodoro, ducha y taquilla) para la estación de aguas residuales ""la Almozara"""	Ecociudad		NUEVO SISTEMA MODULAR SL	5976	24/05/2018	Suministros(Menor)
Adquisición de una plataforma elevadora de tijera	Ecociudad		LIFTISA SL	13530	23/05/2018	Suministros
Realización de trabajos de toma de muestra compuesta a la entrada de la EDAR Cartuja	Ecociudad		INVESTIGACIÓN Y PROYECTOS MEDIO AMBIENTE, S.L.	24998	16/05/2018	Servicios
"Renovación del sistema de supervisión, control y mantenimiento de la estación depuradora de aguas residuales ""la Almozara"""	Ecociudad		SOCIEDAD IBÉRICA DE CONSTRUCCIONES ELÉCTRICAS S.A.	453175	15/05/2018	Servicios(Abierto)
Suministro de papel para emisión de recibos	Ecociudad		GERSA INFORMATICA, S.L.	5520	16/03/2018	Suministros(Otros)
Servicios postales de recogida, tratamiento, admisión, clasificación, curso, transporte, distribución y entrega de la correspondencia ordinaria y certificada de EZ	Ecociudad		SOCIEDAD ESTATAL CORREOS Y TELÉGRAFOS SA	201206	08/02/2018	Servicios(Abierto)
Asistencia técnica para apoyar las labores de inspección, seguimiento y mantenimiento de las estaciones depuradoras de aguas residuales de Zaragoza	Ecociudad		SERS CONSULTORES EN INGENIERIA Y ARQUITECTURA S.A.U. FULCRUM PLANIFICACION ANALISIS Y PROYECTOS S.A.U.	226100	17/01/2018	Servicios(Abierto)
Obras de rehabilitación de la antigua zona de Bimarca	MercaZaragoza		CROSMAR SOLUCIONES	22808	26/06/2018	Obras(Otros)
Obras de rehabilitación de la antigua zona de Bimarca	MercaZaragoza		TALLERES CASTILLEJO	47824	26/06/2018	Obras(Otros)
Obras de rehabilitación de la antigua zona de Bimarca	MercaZaragoza		IGMI-GRAMIN S.A.	31800	26/06/2018	Obras(Otros)
SERVICIO DE AUTO TAXI EN MERCAZARAGOZA	MercaZaragoza		ASOCIACIÓN EMPRESARIAL RADIO TAXI ARAGÓN	21000	20/04/2018	Servicios(Otros)
